millis,stamp,datetime,light,temp,vcc
15321000, 1273025572, 2010/5/5 2:12:52, 0, 38.87, 5.24
15322000, 1273025573, 2010/5/5 2:12:53, 0, 38.87, 5.24
15323000, 1273025574, 2010/5/5 2:12:54, 0, 38.87, 5.24
15324000, 1273025575, 2010/5/5 2:12:55, 0, 38.87, 5.24
15325000, 1273025576, 2010/5/5 2:12:56, 0, 38.87, 5.24
15326000, 1273025577, 2010/5/5 2:12:57, 0, 38.87, 4.94
15327000, 1273025578, 2010/5/5 2:12:58, 0, 38.87, 5.24
15328000, 1273025579, 2010/5/5 2:12:59, 0, 38.87, 5.07
15329000, 1273025580, 2010/5/5 2:13:0, 0, 38.87, 5.21
15330000, 1273025581, 2010/5/5 2:13:1, 0, 38.87, 5.24
15331000, 1273025582, 2010/5/5 2:13:2, 0, 38.87, 5.24
15332000, 1273025583, 2010/5/5 2:13:3, 0, 38.87, 5.24
15333000, 1273025584, 2010/5/5 2:13:4, 0, 38.87, 5.10
15334000, 1273025585, 2010/5/5 2:13:5, 0, 38.87, 5.21
15335000, 1273025586, 2010/5/5 2:13:6, 0, 38.87, 5.19
15336000, 1273025587, 2010/5/5 2:13:7, 0, 38.87, 5.29
15337000, 1273025588, 2010/5/5 2:13:8, 0, 38.87, 5.10
15338000, 1273025589, 2010/5/5 2:13:9, 0, 38.87, 5.21
15339000, 1273025590, 2010/5/5 2:13:10, 0, 38.87, 5.24
15340000, 1273025591, 2010/5/5 2:13:11, 0, 38.87, 5.24
15341000, 1273025592, 2010/5/5 2:13:12, 0, 38.87, 5.24
15342000, 1273025593, 2010/5/5 2:13:13, 0, 38.87, 5.10
15343000, 1273025594, 2010/5/5 2:13:14, 0, 38.87, 5.21
15344000, 1273025595, 2010/5/5 2:13:15, 0, 38.87, 5.19
15345000, 1273025596, 2010/5/5 2:13:16, 0, 38.87, 5.26
15346000, 1273025597, 2010/5/5 2:13:17, 0, 38.87, 5.10
15347000, 1273025598, 2010/5/5 2:13:18, 0, 38.87, 5.21
15348000, 1273025599, 2010/5/5 2:13:19, 0, 38.87, 5.24
15349000, 1273025600, 2010/5/5 2:13:20, 0, 38.87, 5.10
15350000, 1273025601, 2010/5/5 2:13:21, 0, 38.87, 5.21
15351000, 1273025602, 2010/5/5 2:13:22, 0, 38.87, 5.24
15352001, 1273025603, 2010/5/5 2:13:23, 0, 38.87, 5.24
15353000, 1273025604, 2010/5/5 2:13:24, 0, 38.87, 5.19
15354000, 1273025605, 2010/5/5 2:13:25, 0, 38.87, 5.29
15355000, 1273025606, 2010/5/5 2:13:26, 0, 38.87, 5.10
15356000, 1273025607, 2010/5/5 2:13:27, 0, 38.87, 5.21
15357000, 1273025608, 2010/5/5 2:13:28, 0, 38.87, 5.24
15358000, 1273025609, 2010/5/5 2:13:29, 0, 38.87, 5.10
15359000, 1273025610, 2010/5/5 2:13:30, 0, 38.87, 5.21
15360000, 1273025611, 2010/5/5 2:13:31, 0, 38.87, 5.24
15361000, 1273025612, 2010/5/5 2:13:32, 0, 38.87, 5.24
15362000, 1273025613, 2010/5/5 2:13:33, 0, 38.87, 5.19
15363000, 1273025614, 2010/5/5 2:13:34, 0, 38.87, 5.29
15364000, 1273025615, 2010/5/5 2:13:35, 0, 38.87, 5.10
15365001, 1273025616, 2010/5/5 2:13:36, 0, 38.87, 5.21
15366000, 1273025617, 2010/5/5 2:13:37, 0, 38.87, 5.24
15367000, 1273025618, 2010/5/5 2:13:38, 0, 38.87, 5.10
15368000, 1273025619, 2010/5/5 2:13:39, 0, 38.87, 5.21
15369000, 1273025620, 2010/5/5 2:13:40, 0, 38.87, 5.24
15370000, 1273025621, 2010/5/5 2:13:41, 0, 38.87, 5.24
15371000, 1273025622, 2010/5/5 2:13:42, 0, 38.87, 5.24
15372000, 1273025623, 2010/5/5 2:13:43, 0, 38.87, 5.10
15373000, 1273025624, 2010/5/5 2:13:44, 0, 38.87, 5.14
15374000, 1273025625, 2010/5/5 2:13:45, 0, 38.87, 5.24
15375000, 1273025626, 2010/5/5 2:13:46, 0, 38.87, 5.24
15376000, 1273025627, 2010/5/5 2:13:47, 0, 38.87, 5.24
15377000, 1273025628, 2010/5/5 2:13:48, 0, 38.87, 5.24
15378000, 1273025629, 2010/5/5 2:13:49, 0, 38.29, 5.24
15379000, 1273025630, 2010/5/5 2:13:50, 0, 38.29, 5.05
15380001, 1273025631, 2010/5/5 2:13:51, 0, 38.29, 5.26
15381000, 1273025632, 2010/5/5 2:13:52, 0, 38.29, 5.10
15382000, 1273025633, 2010/5/5 2:13:53, 0, 38.29, 5.21
15383001, 1273025634, 2010/5/5 2:13:54, 0, 38.87, 5.24
15384000, 1273025635, 2010/5/5 2:13:55, 0, 38.87, 5.24
15385000, 1273025636, 2010/5/5 2:13:56, 0, 38.87, 5.10
15386000, 1273025637, 2010/5/5 2:13:57, 0, 38.87, 5.21
15387000, 1273025638, 2010/5/5 2:13:58, 0, 38.29, 5.24
15388000, 1273025639, 2010/5/5 2:13:59, 0, 38.87, 5.19
15389000, 1273025640, 2010/5/5 2:14:0, 0, 38.87, 5.29
15390000, 1273025641, 2010/5/5 2:14:1, 0, 38.29, 5.10
15391000, 1273025642, 2010/5/5 2:14:2, 0, 38.29, 5.21
15392000, 1273025643, 2010/5/5 2:14:3, 0, 38.29, 5.24
15393000, 1273025644, 2010/5/5 2:14:4, 0, 38.29, 5.24
15394000, 1273025645, 2010/5/5 2:14:5, 0, 38.29, 5.24
15395000, 1273025646, 2010/5/5 2:14:6, 0, 38.29, 5.24
15396000, 1273025647, 2010/5/5 2:14:7, 0, 38.29, 5.24
15397000, 1273025648, 2010/5/5 2:14:8, 0, 38.29, 5.05
15398000, 1273025649, 2010/5/5 2:14:9, 0, 38.29, 5.26
15399000, 1273025650, 2010/5/5 2:14:10, 0, 38.29, 5.10
15400000, 1273025651, 2010/5/5 2:14:11, 0, 38.29, 5.21
15401000, 1273025652, 2010/5/5 2:14:12, 0, 38.29, 5.24
15402000, 1273025653, 2010/5/5 2:14:13, 0, 38.29, 5.24
15403000, 1273025654, 2010/5/5 2:14:14, 0, 38.87, 5.24
15404000, 1273025655, 2010/5/5 2:14:15, 0, 38.29, 5.24
15405000, 1273025656, 2010/5/5 2:14:16, 0, 38.29, 5.24
15406000, 1273025657, 2010/5/5 2:14:17, 0, 38.29, 5.03
15407000, 1273025658, 2010/5/5 2:14:18, 0, 38.29, 5.31
15408000, 1273025659, 2010/5/5 2:14:19, 0, 38.29, 5.10
15409000, 1273025660, 2010/5/5 2:14:20, 0, 38.29, 5.21
15410000, 1273025661, 2010/5/5 2:14:21, 0, 38.29, 5.24
15411000, 1273025662, 2010/5/5 2:14:22, 0, 38.29, 5.24
15412000, 1273025663, 2010/5/5 2:14:23, 0, 38.29, 5.24
15413000, 1273025664, 2010/5/5 2:14:24, 0, 38.29, 5.10
15414000, 1273025665, 2010/5/5 2:14:25, 0, 38.29, 5.24
15415000, 1273025666, 2010/5/5 2:14:26, 0, 38.29, 5.21
15416000, 1273025667, 2010/5/5 2:14:27, 0, 38.29, 5.29
15417000, 1273025668, 2010/5/5 2:14:28, 0, 38.29, 5.10
15418000, 1273025669, 2010/5/5 2:14:29, 0, 38.29, 5.21
15419000, 1273025670, 2010/5/5 2:14:30, 0, 38.29, 5.24
15420000, 1273025671, 2010/5/5 2:14:31, 0, 38.29, 5.24
15421000, 1273025672, 2010/5/5 2:14:32, 0, 38.29, 5.24
15422000, 1273025673, 2010/5/5 2:14:33, 0, 38.29, 5.10
15423000, 1273025674, 2010/5/5 2:14:34, 0, 38.29, 5.21
15424000, 1273025675, 2010/5/5 2:14:35, 0, 38.29, 5.19
15425000, 1273025676, 2010/5/5 2:14:36, 0, 38.29, 5.29
15426000, 1273025677, 2010/5/5 2:14:37, 0, 38.29, 5.10
15427000, 1273025678, 2010/5/5 2:14:38, 0, 38.29, 5.21
15428000, 1273025679, 2010/5/5 2:14:39, 0, 38.29, 5.24
15429000, 1273025680, 2010/5/5 2:14:40, 0, 38.29, 5.10
15430000, 1273025681, 2010/5/5 2:14:41, 0, 38.29, 5.24
15431000, 1273025682, 2010/5/5 2:14:42, 0, 38.29, 5.24
15432000, 1273025683, 2010/5/5 2:14:43, 0, 38.29, 5.24
15433000, 1273025684, 2010/5/5 2:14:44, 0, 38.29, 5.24
15434000, 1273025685, 2010/5/5 2:14:45, 0, 38.29, 5.10
15435000, 1273025686, 2010/5/5 2:14:46, 0, 38.29, 5.24
15436000, 1273025687, 2010/5/5 2:14:47, 0, 38.29, 5.24
15437000, 1273025688, 2010/5/5 2:14:48, 0, 38.29, 5.24
15438000, 1273025689, 2010/5/5 2:14:49, 0, 38.29, 5.10
15439000, 1273025690, 2010/5/5 2:14:50, 0, 38.29, 5.24
15440000, 1273025691, 2010/5/5 2:14:51, 0, 38.29, 5.24
15441000, 1273025692, 2010/5/5 2:14:52, 0, 38.29, 5.05
15442000, 1273025693, 2010/5/5 2:14:53, 0, 38.29, 5.26
15443000, 1273025694, 2010/5/5 2:14:54, 0, 38.29, 5.10
15444000, 1273025695, 2010/5/5 2:14:55, 0, 38.29, 5.21
15445000, 1273025696, 2010/5/5 2:14:56, 0, 38.29, 5.24
15446000, 1273025697, 2010/5/5 2:14:57, 0, 38.29, 5.24
15447000, 1273025698, 2010/5/5 2:14:58, 0, 38.29, 5.24
15448000, 1273025699, 2010/5/5 2:14:59, 0, 38.29, 5.24
15449000, 1273025700, 2010/5/5 2:15:0, 0, 38.29, 5.24
15450000, 1273025701, 2010/5/5 2:15:1, 0, 38.29, 5.21
15451000, 1273025702, 2010/5/5 2:15:2, 0, 38.29, 5.29
15452000, 1273025703, 2010/5/5 2:15:3, 0, 38.29, 5.10
15453000, 1273025704, 2010/5/5 2:15:4, 0, 38.29, 5.24
15454000, 1273025705, 2010/5/5 2:15:5, 0, 38.29, 5.24
15455000, 1273025706, 2010/5/5 2:15:6, 0, 38.29, 5.10
15456000, 1273025707, 2010/5/5 2:15:7, 0, 38.29, 5.24
15457000, 1273025708, 2010/5/5 2:15:8, 0, 38.29, 5.24
15458000, 1273025709, 2010/5/5 2:15:9, 0, 38.29, 5.24
15459000, 1273025710, 2010/5/5 2:15:10, 0, 38.29, 5.21
15460000, 1273025711, 2010/5/5 2:15:11, 0, 38.29, 5.29
15461000, 1273025712, 2010/5/5 2:15:12, 0, 38.29, 5.10
15462000, 1273025713, 2010/5/5 2:15:13, 0, 38.29, 5.24
15463000, 1273025714, 2010/5/5 2:15:14, 0, 38.29, 5.24
15464000, 1273025715, 2010/5/5 2:15:15, 0, 38.29, 5.24
15465000, 1273025716, 2010/5/5 2:15:16, 0, 38.29, 5.24
15466001, 1273025717, 2010/5/5 2:15:17, 0, 38.29, 5.24
15467000, 1273025718, 2010/5/5 2:15:18, 0, 38.29, 5.24
15468000, 1273025719, 2010/5/5 2:15:19, 0, 38.29, 5.05
15469000, 1273025720, 2010/5/5 2:15:20, 0, 38.29, 5.26
15470000, 1273025721, 2010/5/5 2:15:21, 0, 38.29, 5.10
15471000, 1273025722, 2010/5/5 2:15:22, 0, 38.29, 5.24
15472000, 1273025723, 2010/5/5 2:15:23, 0, 38.29, 5.24
15473000, 1273025724, 2010/5/5 2:15:24, 0, 38.29, 5.24
15474000, 1273025725, 2010/5/5 2:15:25, 0, 38.29, 5.24
15475000, 1273025726, 2010/5/5 2:15:26, 0, 38.29, 5.24
15476000, 1273025727, 2010/5/5 2:15:27, 0, 38.29, 5.24
15477000, 1273025728, 2010/5/5 2:15:28, 0, 38.29, 5.07
15478000, 1273025729, 2010/5/5 2:15:29, 0, 38.29, 5.29
15479000, 1273025730, 2010/5/5 2:15:30, 0, 38.29, 5.10
15480000, 1273025731, 2010/5/5 2:15:31, 0, 38.29, 5.24
15481000, 1273025732, 2010/5/5 2:15:32, 0, 38.29, 5.24
15482000, 1273025733, 2010/5/5 2:15:33, 0, 38.29, 5.24
15483000, 1273025734, 2010/5/5 2:15:34, 0, 38.29, 5.24
15484000, 1273025735, 2010/5/5 2:15:35, 0, 38.29, 5.24
15485001, 1273025736, 2010/5/5 2:15:36, 0, 38.29, 5.24
15486000, 1273025737, 2010/5/5 2:15:37, 0, 38.29, 5.21
15487000, 1273025738, 2010/5/5 2:15:38, 0, 38.29, 5.29
15488000, 1273025739, 2010/5/5 2:15:39, 0, 38.29, 5.10
15489000, 1273025740, 2010/5/5 2:15:40, 0, 38.29, 5.24
15490000, 1273025741, 2010/5/5 2:15:41, 0, 38.29, 5.24
15491000, 1273025742, 2010/5/5 2:15:42, 0, 38.29, 5.24
15492000, 1273025743, 2010/5/5 2:15:43, 0, 38.29, 5.24
15493000, 1273025744, 2010/5/5 2:15:44, 0, 38.29, 5.10
15494000, 1273025745, 2010/5/5 2:15:45, 0, 38.29, 5.24
15495000, 1273025746, 2010/5/5 2:15:46, 0, 38.29, 5.26
15496000, 1273025747, 2010/5/5 2:15:47, 0, 38.29, 5.10
15497000, 1273025748, 2010/5/5 2:15:48, 0, 38.29, 5.24
15498000, 1273025749, 2010/5/5 2:15:49, 0, 38.29, 5.24
15499000, 1273025750, 2010/5/5 2:15:50, 0, 38.29, 5.24
15500000, 1273025751, 2010/5/5 2:15:51, 0, 38.29, 5.24
15501001, 1273025752, 2010/5/5 2:15:52, 0, 38.29, 5.24
15502000, 1273025753, 2010/5/5 2:15:53, 0, 38.29, 5.26
15503000, 1273025754, 2010/5/5 2:15:54, 0, 38.29, 4.94
15504000, 1273025755, 2010/5/5 2:15:55, 0, 38.29, 5.26
15505000, 1273025756, 2010/5/5 2:15:56, 0, 38.29, 5.10
15506000, 1273025757, 2010/5/5 2:15:57, 0, 38.29, 5.24
15507000, 1273025758, 2010/5/5 2:15:58, 0, 38.29, 5.24
15508000, 1273025759, 2010/5/5 2:15:59, 0, 38.29, 5.24
15509000, 1273025760, 2010/5/5 2:16:0, 0, 38.29, 5.10
15510000, 1273025761, 2010/5/5 2:16:1, 0, 38.29, 5.24
15511000, 1273025762, 2010/5/5 2:16:2, 0, 38.29, 5.24
15512000, 1273025763, 2010/5/5 2:16:3, 0, 38.29, 5.21
15513000, 1273025764, 2010/5/5 2:16:4, 0, 38.29, 5.29
15514000, 1273025765, 2010/5/5 2:16:5, 0, 38.29, 5.10
15515000, 1273025766, 2010/5/5 2:16:6, 0, 38.29, 5.24
15516000, 1273025767, 2010/5/5 2:16:7, 0, 38.29, 5.24
15517000, 1273025768, 2010/5/5 2:16:8, 0, 38.29, 5.24
15518000, 1273025769, 2010/5/5 2:16:9, 0, 38.29, 5.24
15519000, 1273025770, 2010/5/5 2:16:10, 0, 38.29, 5.10
15520000, 1273025771, 2010/5/5 2:16:11, 0, 38.29, 5.24
15521000, 1273025772, 2010/5/5 2:16:12, 0, 38.29, 5.21
15522000, 1273025773, 2010/5/5 2:16:13, 0, 38.29, 5.29
15523000, 1273025774, 2010/5/5 2:16:14, 0, 38.29, 5.10
15524000, 1273025775, 2010/5/5 2:16:15, 0, 38.29, 5.24
15525000, 1273025776, 2010/5/5 2:16:16, 0, 38.29, 5.24
15526000, 1273025777, 2010/5/5 2:16:17, 0, 38.29, 5.26
15527000, 1273025778, 2010/5/5 2:16:18, 0, 38.29, 5.24
15528000, 1273025779, 2010/5/5 2:16:19, 0, 38.29, 5.24
15529000, 1273025780, 2010/5/5 2:16:20, 0, 38.29, 5.24
15530000, 1273025781, 2010/5/5 2:16:21, 0, 38.29, 5.21
15531000, 1273025782, 2010/5/5 2:16:22, 0, 38.29, 5.29
15532000, 1273025783, 2010/5/5 2:16:23, 0, 38.29, 5.10
15533000, 1273025784, 2010/5/5 2:16:24, 0, 38.29, 5.24
15534000, 1273025785, 2010/5/5 2:16:25, 0, 38.29, 5.24
15535000, 1273025786, 2010/5/5 2:16:26, 0, 38.29, 5.26
15536000, 1273025787, 2010/5/5 2:16:27, 0, 38.29, 5.26
15537000, 1273025788, 2010/5/5 2:16:28, 0, 38.29, 5.26
15538000, 1273025789, 2010/5/5 2:16:29, 0, 38.29, 5.26
15539000, 1273025790, 2010/5/5 2:16:30, 0, 38.29, 5.21
15540000, 1273025791, 2010/5/5 2:16:31, 0, 38.29, 5.29
15541000, 1273025792, 2010/5/5 2:16:32, 0, 38.29, 5.10
15542000, 1273025793, 2010/5/5 2:16:33, 0, 38.29, 5.24
15543000, 1273025794, 2010/5/5 2:16:34, 0, 38.29, 5.26
15544000, 1273025795, 2010/5/5 2:16:35, 0, 38.29, 5.26
15545001, 1273025796, 2010/5/5 2:16:36, 0, 38.29, 5.26
15546000, 1273025797, 2010/5/5 2:16:37, 0, 38.29, 5.26
15547000, 1273025798, 2010/5/5 2:16:38, 0, 38.29, 5.10
15548000, 1273025799, 2010/5/5 2:16:39, 0, 38.29, 5.19
15549000, 1273025800, 2010/5/5 2:16:40, 0, 38.29, 5.29
15550000, 1273025801, 2010/5/5 2:16:41, 0, 38.29, 5.12
15551000, 1273025802, 2010/5/5 2:16:42, 0, 38.29, 5.24
15552000, 1273025803, 2010/5/5 2:16:43, 0, 38.29, 5.24
15553000, 1273025804, 2010/5/5 2:16:44, 0, 38.29, 5.26
15554000, 1273025805, 2010/5/5 2:16:45, 0, 38.29, 5.26
15555000, 1273025806, 2010/5/5 2:16:46, 0, 38.29, 5.24
15556000, 1273025807, 2010/5/5 2:16:47, 0, 38.29, 5.26
15557000, 1273025808, 2010/5/5 2:16:48, 0, 38.29, 5.26
15558000, 1273025809, 2010/5/5 2:16:49, 0, 38.29, 5.10
15559000, 1273025810, 2010/5/5 2:16:50, 0, 38.29, 5.24
15560000, 1273025811, 2010/5/5 2:16:51, 0, 38.29, 5.26
15561000, 1273025812, 2010/5/5 2:16:52, 0, 38.29, 5.26
15562000, 1273025813, 2010/5/5 2:16:53, 0, 38.29, 5.26
15563000, 1273025814, 2010/5/5 2:16:54, 0, 38.29, 5.26
15564000, 1273025815, 2010/5/5 2:16:55, 0, 38.29, 5.26
15565000, 1273025816, 2010/5/5 2:16:56, 0, 38.29, 5.07
15566000, 1273025817, 2010/5/5 2:16:57, 0, 38.29, 5.29
15567000, 1273025818, 2010/5/5 2:16:58, 0, 38.29, 5.10
15568000, 1273025819, 2010/5/5 2:16:59, 0, 38.29, 5.24
15569000, 1273025820, 2010/5/5 2:17:0, 0, 38.29, 5.24
15570000, 1273025821, 2010/5/5 2:17:1, 0, 38.29, 5.26
15571000, 1273025822, 2010/5/5 2:17:2, 0, 38.29, 5.26
15572000, 1273025823, 2010/5/5 2:17:3, 0, 38.29, 5.26
15573000, 1273025824, 2010/5/5 2:17:4, 0, 38.29, 5.12
15574000, 1273025825, 2010/5/5 2:17:5, 0, 38.29, 5.19
15575000, 1273025826, 2010/5/5 2:17:6, 0, 38.29, 5.29
15576000, 1273025827, 2010/5/5 2:17:7, 0, 38.29, 5.10
15577000, 1273025828, 2010/5/5 2:17:8, 0, 38.29, 5.24
15578000, 1273025829, 2010/5/5 2:17:9, 0, 38.29, 5.26
15579000, 1273025830, 2010/5/5 2:17:10, 0, 38.29, 5.26
15580000, 1273025831, 2010/5/5 2:17:11, 0, 38.29, 5.26
15581000, 1273025832, 2010/5/5 2:17:12, 0, 38.29, 5.26
15582000, 1273025833, 2010/5/5 2:17:13, 0, 38.29, 5.12
15583000, 1273025834, 2010/5/5 2:17:14, 0, 38.29, 5.21
15584000, 1273025835, 2010/5/5 2:17:15, 0, 38.29, 5.29
15585000, 1273025836, 2010/5/5 2:17:16, 0, 38.29, 5.10
15586000, 1273025837, 2010/5/5 2:17:17, 0, 38.29, 5.24
15587000, 1273025838, 2010/5/5 2:17:18, 0, 38.29, 5.26
15588000, 1273025839, 2010/5/5 2:17:19, 0, 38.29, 5.26
15589000, 1273025840, 2010/5/5 2:17:20, 0, 38.29, 5.12
15590000, 1273025841, 2010/5/5 2:17:21, 0, 38.29, 5.24
15591000, 1273025842, 2010/5/5 2:17:22, 0, 38.29, 5.26
15592000, 1273025843, 2010/5/5 2:17:23, 0, 38.29, 5.21
15593000, 1273025844, 2010/5/5 2:17:24, 0, 38.29, 5.29
15594000, 1273025845, 2010/5/5 2:17:25, 0, 38.29, 5.10
15595000, 1273025846, 2010/5/5 2:17:26, 0, 38.29, 5.24
15596000, 1273025847, 2010/5/5 2:17:27, 0, 38.29, 5.26
15597000, 1273025848, 2010/5/5 2:17:28, 0, 38.29, 5.26
15598000, 1273025849, 2010/5/5 2:17:29, 0, 38.29, 5.12
15599000, 1273025850, 2010/5/5 2:17:30, 0, 38.29, 5.24
15600000, 1273025851, 2010/5/5 2:17:31, 0, 38.29, 5.26
15601000, 1273025852, 2010/5/5 2:17:32, 0, 38.29, 5.21
15602000, 1273025853, 2010/5/5 2:17:33, 0, 38.29, 5.29
15603000, 1273025854, 2010/5/5 2:17:34, 0, 38.29, 5.10
15604000, 1273025855, 2010/5/5 2:17:35, 0, 38.29, 5.24
15605000, 1273025856, 2010/5/5 2:17:36, 0, 38.29, 5.26
15606001, 1273025857, 2010/5/5 2:17:37, 0, 38.29, 5.26
15607000, 1273025858, 2010/5/5 2:17:38, 0, 38.29, 5.26
15608000, 1273025859, 2010/5/5 2:17:39, 0, 38.29, 5.10
15609000, 1273025860, 2010/5/5 2:17:40, 0, 38.29, 5.24
15610000, 1273025861, 2010/5/5 2:17:41, 0, 38.29, 5.21
15611000, 1273025862, 2010/5/5 2:17:42, 0, 38.29, 5.29
15612000, 1273025863, 2010/5/5 2:17:43, 0, 38.29, 5.10
15613000, 1273025864, 2010/5/5 2:17:44, 0, 38.29, 5.24
15614000, 1273025865, 2010/5/5 2:17:45, 0, 38.29, 5.26
15615000, 1273025866, 2010/5/5 2:17:46, 0, 38.29, 5.26
15616000, 1273025867, 2010/5/5 2:17:47, 0, 38.29, 5.26
15617000, 1273025868, 2010/5/5 2:17:48, 0, 38.29, 5.26
15618001, 1273025869, 2010/5/5 2:17:49, 0, 38.29, 5.26
15619000, 1273025870, 2010/5/5 2:17:50, 0, 38.29, 5.26
15620000, 1273025871, 2010/5/5 2:17:51, 0, 38.29, 5.10
15621000, 1273025872, 2010/5/5 2:17:52, 0, 38.29, 5.24
15622000, 1273025873, 2010/5/5 2:17:53, 0, 38.29, 5.26
15623000, 1273025874, 2010/5/5 2:17:54, 0, 38.29, 5.26
15624000, 1273025875, 2010/5/5 2:17:55, 0, 38.29, 5.26
15625000, 1273025876, 2010/5/5 2:17:56, 0, 38.29, 5.26
15626000, 1273025877, 2010/5/5 2:17:57, 0, 38.29, 5.26
15627000, 1273025878, 2010/5/5 2:17:58, 0, 38.29, 5.07
15628000, 1273025879, 2010/5/5 2:17:59, 0, 38.29, 5.29
15629000, 1273025880, 2010/5/5 2:18:0, 0, 38.29, 5.12
15630001, 1273025881, 2010/5/5 2:18:1, 0, 38.29, 5.24
15631000, 1273025882, 2010/5/5 2:18:2, 0, 38.29, 5.26
15632000, 1273025883, 2010/5/5 2:18:3, 0, 38.29, 5.10
15633000, 1273025884, 2010/5/5 2:18:4, 0, 38.29, 5.24
15634000, 1273025885, 2010/5/5 2:18:5, 0, 38.29, 5.26
15635000, 1273025886, 2010/5/5 2:18:6, 0, 38.29, 5.26
15636000, 1273025887, 2010/5/5 2:18:7, 0, 38.29, 5.21
15637000, 1273025888, 2010/5/5 2:18:8, 0, 38.29, 5.29
15638000, 1273025889, 2010/5/5 2:18:9, 0, 38.29, 5.10
15639000, 1273025890, 2010/5/5 2:18:10, 0, 38.29, 5.24
15640000, 1273025891, 2010/5/5 2:18:11, 0, 38.29, 5.26
15641000, 1273025892, 2010/5/5 2:18:12, 0, 38.29, 5.26
15642000, 1273025893, 2010/5/5 2:18:13, 0, 38.29, 5.26
15643000, 1273025894, 2010/5/5 2:18:14, 0, 38.29, 5.26
15644000, 1273025895, 2010/5/5 2:18:15, 0, 38.29, 5.26
15645000, 1273025896, 2010/5/5 2:18:16, 0, 38.29, 5.21
15646000, 1273025897, 2010/5/5 2:18:17, 0, 38.29, 5.31
15647000, 1273025898, 2010/5/5 2:18:18, 0, 38.29, 5.12
15648000, 1273025899, 2010/5/5 2:18:19, 0, 38.29, 5.24
15649000, 1273025900, 2010/5/5 2:18:20, 0, 38.29, 5.26
15650000, 1273025901, 2010/5/5 2:18:21, 0, 38.29, 5.26
15651000, 1273025902, 2010/5/5 2:18:22, 0, 38.29, 5.26
15652000, 1273025903, 2010/5/5 2:18:23, 0, 38.29, 5.26
15653000, 1273025904, 2010/5/5 2:18:24, 0, 38.29, 5.12
15654000, 1273025905, 2010/5/5 2:18:25, 0, 38.29, 5.21
15655000, 1273025906, 2010/5/5 2:18:26, 0, 38.29, 5.31
15656000, 1273025907, 2010/5/5 2:18:27, 0, 38.29, 5.12
15657000, 1273025908, 2010/5/5 2:18:28, 0, 38.29, 5.24
15658000, 1273025909, 2010/5/5 2:18:29, 0, 38.29, 5.26
15659001, 1273025910, 2010/5/5 2:18:30, 0, 38.29, 5.26
15660001, 1273025911, 2010/5/5 2:18:31, 0, 38.29, 5.26
15661000, 1273025912, 2010/5/5 2:18:32, 0, 38.29, 5.26
15662000, 1273025913, 2010/5/5 2:18:33, 0, 38.29, 5.12
15663000, 1273025914, 2010/5/5 2:18:34, 0, 38.29, 5.21
15664000, 1273025915, 2010/5/5 2:18:35, 0, 38.29, 5.31
15665000, 1273025916, 2010/5/5 2:18:36, 0, 38.29, 5.10
15666000, 1273025917, 2010/5/5 2:18:37, 0, 38.29, 5.24
15667000, 1273025918, 2010/5/5 2:18:38, 0, 38.29, 5.26
15668000, 1273025919, 2010/5/5 2:18:39, 0, 38.29, 5.26
15669000, 1273025920, 2010/5/5 2:18:40, 0, 38.29, 5.12
15670000, 1273025921, 2010/5/5 2:18:41, 0, 38.29, 5.24
15671000, 1273025922, 2010/5/5 2:18:42, 0, 38.29, 5.26
15672000, 1273025923, 2010/5/5 2:18:43, 0, 38.29, 5.26
15673000, 1273025924, 2010/5/5 2:18:44, 0, 38.29, 5.10
15674000, 1273025925, 2010/5/5 2:18:45, 0, 38.29, 5.17
15675000, 1273025926, 2010/5/5 2:18:46, 0, 38.29, 5.26
15676000, 1273025927, 2010/5/5 2:18:47, 0, 38.29, 5.26
15677000, 1273025928, 2010/5/5 2:18:48, 0, 38.29, 5.26
15678000, 1273025929, 2010/5/5 2:18:49, 0, 38.29, 5.12
15679000, 1273025930, 2010/5/5 2:18:50, 0, 38.29, 5.24
15680000, 1273025931, 2010/5/5 2:18:51, 0, 38.29, 5.07
15681000, 1273025932, 2010/5/5 2:18:52, 0, 38.29, 5.29
15682000, 1273025933, 2010/5/5 2:18:53, 0, 38.29, 5.12
15683000, 1273025934, 2010/5/5 2:18:54, 0, 38.29, 5.24
15684000, 1273025935, 2010/5/5 2:18:55, 0, 38.29, 5.26
15685000, 1273025936, 2010/5/5 2:18:56, 0, 38.29, 5.12
15686000, 1273025937, 2010/5/5 2:18:57, 0, 38.29, 5.24
15687001, 1273025938, 2010/5/5 2:18:58, 0, 38.29, 5.26
15688000, 1273025939, 2010/5/5 2:18:59, 0, 38.29, 5.26
15689000, 1273025940, 2010/5/5 2:19:0, 0, 38.29, 5.05
15690000, 1273025941, 2010/5/5 2:19:1, 0, 38.29, 5.31
15691000, 1273025942, 2010/5/5 2:19:2, 0, 38.29, 5.12
15692000, 1273025943, 2010/5/5 2:19:3, 0, 38.29, 5.24
15693000, 1273025944, 2010/5/5 2:19:4, 0, 38.29, 5.26
15694000, 1273025945, 2010/5/5 2:19:5, 0, 38.29, 5.26
15695000, 1273025946, 2010/5/5 2:19:6, 0, 38.29, 5.12
15696000, 1273025947, 2010/5/5 2:19:7, 0, 38.29, 5.24
15697000, 1273025948, 2010/5/5 2:19:8, 0, 38.29, 5.26
