millis,stamp,datetime,light,temp,vcc
1000, 1273010254, 2010/5/4 21:57:34, 333, 78.32, 3.54
2000, 1273010255, 2010/5/4 21:57:35, 333, 78.32, 3.92
3000, 1273010256, 2010/5/4 21:57:36, 344, 78.32, 3.95
4000, 1273010257, 2010/5/4 21:57:37, 326, 78.32, 3.97
5000, 1273010258, 2010/5/4 21:57:38, 324, 78.32, 3.95
6000, 1273010259, 2010/5/4 21:57:39, 324, 78.32, 3.97
7000, 1273010260, 2010/5/4 21:57:40, 324, 78.32, 3.97
8000, 1273010261, 2010/5/4 21:57:41, 377, 78.32, 3.97
9000, 1273010262, 2010/5/4 21:57:42, 438, 78.32, 3.91
10000, 1273010263, 2010/5/4 21:57:43, 458, 78.32, 4.01
11000, 1273010264, 2010/5/4 21:57:44, 466, 78.32, 3.95
12000, 1273010265, 2010/5/4 21:57:45, 348, 78.32, 3.92
13000, 1273010266, 2010/5/4 21:57:46, 325, 78.32, 3.92
14000, 1273010267, 2010/5/4 21:57:47, 172, 78.32, 3.92
15000, 1273010268, 2010/5/4 21:57:48, 96, 78.32, 3.92
16000, 1273010269, 2010/5/4 21:57:49, 96, 78.32, 3.92
17000, 1273010270, 2010/5/4 21:57:50, 91, 78.32, 3.92
18000, 1273010271, 2010/5/4 21:57:51, 75, 78.32, 3.88
19000, 1273010272, 2010/5/4 21:57:52, 85, 78.32, 3.98
20000, 1273010273, 2010/5/4 21:57:53, 167, 78.32, 3.92
21000, 1273010274, 2010/5/4 21:57:54, 258, 78.32, 3.92
22000, 1273010275, 2010/5/4 21:57:55, 354, 78.32, 3.92
23000, 1273010276, 2010/5/4 21:57:56, 616, 78.32, 3.92
24000, 1273010277, 2010/5/4 21:57:57, 268, 77.74, 3.92
25000, 1273010278, 2010/5/4 21:57:58, 127, 77.74, 3.94
26000, 1273010279, 2010/5/4 21:57:59, 136, 77.74, 3.94
27000, 1273010280, 2010/5/4 21:58:0, 288, 77.74, 3.88
28000, 1273010281, 2010/5/4 21:58:1, 450, 77.74, 3.98
29000, 1273010282, 2010/5/4 21:58:2, 676, 77.74, 3.94
30000, 1273010283, 2010/5/4 21:58:3, 726, 77.74, 3.94
31000, 1273010284, 2010/5/4 21:58:4, 715, 77.74, 3.94
32000, 1273010285, 2010/5/4 21:58:5, 928, 77.74, 3.94
33000, 1273010286, 2010/5/4 21:58:6, 732, 77.74, 3.94
34000, 1273010287, 2010/5/4 21:58:7, 710, 77.16, 3.94
35000, 1273010288, 2010/5/4 21:58:8, 756, 77.16, 3.95
36000, 1273010289, 2010/5/4 21:58:9, 661, 77.16, 3.91
37000, 1273010290, 2010/5/4 21:58:10, 657, 76.58, 4.01
38000, 1273010291, 2010/5/4 21:58:11, 645, 76.00, 3.97
39000, 1273010292, 2010/5/4 21:58:12, 686, 76.00, 3.97
40000, 1273010293, 2010/5/4 21:58:13, 36, 75.42, 3.98
41000, 1273010294, 2010/5/4 21:58:14, 10, 75.42, 3.98
42000, 1273010295, 2010/5/4 21:58:15, 5, 75.42, 3.98
43000, 1273010296, 2010/5/4 21:58:16, 3, 75.42, 3.98
44000, 1273010297, 2010/5/4 21:58:17, 2, 75.42, 3.98
45000, 1273010298, 2010/5/4 21:58:18, 1, 74.84, 3.94
46000, 1273010299, 2010/5/4 21:58:19, 1, 74.84, 4.04
47000, 1273010300, 2010/5/4 21:58:20, 1, 74.84, 3.99
48000, 1273010301, 2010/5/4 21:58:21, 0, 74.84, 3.99
49000, 1273010302, 2010/5/4 21:58:22, 0, 74.26, 3.99
50000, 1273010303, 2010/5/4 21:58:23, 0, 74.26, 3.99
51000, 1273010304, 2010/5/4 21:58:24, 0, 74.26, 4.01
52000, 1273010305, 2010/5/4 21:58:25, 0, 73.68, 4.01
53000, 1273010306, 2010/5/4 21:58:26, 0, 73.68, 4.01
54000, 1273010307, 2010/5/4 21:58:27, 0, 73.10, 3.97
55000, 1273010308, 2010/5/4 21:58:28, 0, 73.10, 4.08
56000, 1273010309, 2010/5/4 21:58:29, 0, 73.10, 4.02
57000, 1273010310, 2010/5/4 21:58:30, 0, 73.10, 4.02
58000, 1273010311, 2010/5/4 21:58:31, 0, 73.10, 4.02
59000, 1273010312, 2010/5/4 21:58:32, 0, 72.52, 4.02
60000, 1273010313, 2010/5/4 21:58:33, 0, 72.52, 4.04
61000, 1273010314, 2010/5/4 21:58:34, 0, 72.52, 4.04
62000, 1273010315, 2010/5/4 21:58:35, 0, 71.94, 4.04
63000, 1273010316, 2010/5/4 21:58:36, 0, 71.94, 3.99
64000, 1273010317, 2010/5/4 21:58:37, 0, 71.36, 4.10
65000, 1273010318, 2010/5/4 21:58:38, 0, 71.36, 4.05
66000, 1273010319, 2010/5/4 21:58:39, 0, 71.36, 4.05
67000, 1273010320, 2010/5/4 21:58:40, 0, 71.36, 4.05
68000, 1273010321, 2010/5/4 21:58:41, 0, 70.78, 4.07
69000, 1273010322, 2010/5/4 21:58:42, 0, 70.78, 4.07
70000, 1273010323, 2010/5/4 21:58:43, 0, 70.78, 4.07
71000, 1273010324, 2010/5/4 21:58:44, 0, 70.20, 4.08
72000, 1273010325, 2010/5/4 21:58:45, 0, 70.20, 4.02
73000, 1273010326, 2010/5/4 21:58:46, 0, 70.20, 4.14
74000, 1273010327, 2010/5/4 21:58:47, 0, 70.20, 4.08
75000, 1273010328, 2010/5/4 21:58:48, 0, 70.20, 4.08
76000, 1273010329, 2010/5/4 21:58:49, 0, 69.62, 4.08
77000, 1273010330, 2010/5/4 21:58:50, 0, 69.62, 4.10
78000, 1273010331, 2010/5/4 21:58:51, 0, 69.62, 4.10
79000, 1273010332, 2010/5/4 21:58:52, 0, 69.62, 4.10
80000, 1273010333, 2010/5/4 21:58:53, 0, 69.62, 4.10
81000, 1273010334, 2010/5/4 21:58:54, 0, 69.62, 4.05
82000, 1273010335, 2010/5/4 21:58:55, 0, 69.04, 4.16
83000, 1273010336, 2010/5/4 21:58:56, 0, 69.04, 4.10
84000, 1273010337, 2010/5/4 21:58:57, 0, 69.04, 4.10
85000, 1273010338, 2010/5/4 21:58:58, 0, 69.04, 4.11
86000, 1273010339, 2010/5/4 21:58:59, 0, 68.46, 4.11
87000, 1273010340, 2010/5/4 21:59:0, 0, 68.46, 4.11
88000, 1273010341, 2010/5/4 21:59:1, 0, 68.46, 4.11
89000, 1273010342, 2010/5/4 21:59:2, 0, 68.46, 4.11
90000, 1273010343, 2010/5/4 21:59:3, 0, 68.46, 3.97
91000, 1273010344, 2010/5/4 21:59:4, 0, 68.46, 4.17
92000, 1273010345, 2010/5/4 21:59:5, 0, 68.46, 4.13
93000, 1273010346, 2010/5/4 21:59:6, 0, 67.88, 4.13
94000, 1273010347, 2010/5/4 21:59:7, 0, 67.88, 4.13
95000, 1273010348, 2010/5/4 21:59:8, 0, 67.88, 4.13
96000, 1273010349, 2010/5/4 21:59:9, 0, 67.88, 4.13
97000, 1273010350, 2010/5/4 21:59:10, 0, 67.88, 4.13
98000, 1273010351, 2010/5/4 21:59:11, 0, 67.88, 4.13
99000, 1273010352, 2010/5/4 21:59:12, 0, 67.88, 4.13
100000, 1273010353, 2010/5/4 21:59:13, 0, 67.30, 4.08
101000, 1273010354, 2010/5/4 21:59:14, 0, 67.30, 4.20
102000, 1273010355, 2010/5/4 21:59:15, 0, 67.30, 4.14
103000, 1273010356, 2010/5/4 21:59:16, 0, 67.30, 4.14
104000, 1273010357, 2010/5/4 21:59:17, 0, 67.30, 4.14
105000, 1273010358, 2010/5/4 21:59:18, 0, 67.30, 4.14
106000, 1273010359, 2010/5/4 21:59:19, 0, 67.30, 4.14
107000, 1273010360, 2010/5/4 21:59:20, 0, 66.72, 4.14
108000, 1273010361, 2010/5/4 21:59:21, 0, 66.72, 4.16
109000, 1273010362, 2010/5/4 21:59:22, 0, 66.72, 4.10
110000, 1273010363, 2010/5/4 21:59:23, 0, 66.72, 4.22
111000, 1273010364, 2010/5/4 21:59:24, 0, 66.72, 4.16
112000, 1273010365, 2010/5/4 21:59:25, 0, 66.72, 4.16
113000, 1273010366, 2010/5/4 21:59:26, 0, 66.72, 4.16
114000, 1273010367, 2010/5/4 21:59:27, 0, 66.14, 4.16
115000, 1273010368, 2010/5/4 21:59:28, 0, 66.14, 4.16
116000, 1273010369, 2010/5/4 21:59:29, 0, 66.14, 4.16
117000, 1273010370, 2010/5/4 21:59:30, 0, 66.14, 4.17
118000, 1273010371, 2010/5/4 21:59:31, 0, 66.14, 4.13
119000, 1273010372, 2010/5/4 21:59:32, 0, 65.56, 4.23
120000, 1273010373, 2010/5/4 21:59:33, 0, 65.56, 4.17
121000, 1273010374, 2010/5/4 21:59:34, 0, 65.56, 4.17
122000, 1273010375, 2010/5/4 21:59:35, 0, 65.56, 4.17
123000, 1273010376, 2010/5/4 21:59:36, 0, 65.56, 4.19
124000, 1273010377, 2010/5/4 21:59:37, 0, 64.98, 4.19
125000, 1273010378, 2010/5/4 21:59:38, 0, 64.98, 4.19
126000, 1273010379, 2010/5/4 21:59:39, 0, 64.98, 4.19
127000, 1273010380, 2010/5/4 21:59:40, 0, 64.98, 4.14
128000, 1273010381, 2010/5/4 21:59:41, 0, 64.40, 4.27
129000, 1273010382, 2010/5/4 21:59:42, 0, 64.40, 4.20
130000, 1273010383, 2010/5/4 21:59:43, 0, 64.40, 4.20
131000, 1273010384, 2010/5/4 21:59:44, 0, 64.40, 4.20
132000, 1273010385, 2010/5/4 21:59:45, 0, 64.40, 4.20
133000, 1273010386, 2010/5/4 21:59:46, 0, 64.40, 4.20
134000, 1273010387, 2010/5/4 21:59:47, 0, 64.40, 4.20
135000, 1273010388, 2010/5/4 21:59:48, 0, 64.40, 4.20
136000, 1273010389, 2010/5/4 21:59:49, 0, 64.40, 4.20
137000, 1273010390, 2010/5/4 21:59:50, 0, 64.40, 4.20
138000, 1273010391, 2010/5/4 21:59:51, 0, 64.40, 4.20
139000, 1273010392, 2010/5/4 21:59:52, 0, 63.82, 4.22
140000, 1273010393, 2010/5/4 21:59:53, 0, 63.82, 4.22
141000, 1273010394, 2010/5/4 21:59:54, 0, 63.82, 4.22
142001, 1273010395, 2010/5/4 21:59:55, 0, 63.82, 4.22
143000, 1273010396, 2010/5/4 21:59:56, 0, 63.82, 4.22
144000, 1273010397, 2010/5/4 21:59:57, 0, 63.82, 4.22
145000, 1273010398, 2010/5/4 21:59:58, 0, 63.82, 4.22
146000, 1273010399, 2010/5/4 21:59:59, 0, 63.82, 4.22
147000, 1273010400, 2010/5/4 22:0:0, 0, 63.24, 4.22
148000, 1273010401, 2010/5/4 22:0:1, 0, 63.24, 4.22
149000, 1273010402, 2010/5/4 22:0:2, 0, 63.24, 4.23
150000, 1273010403, 2010/5/4 22:0:3, 0, 63.24, 4.23
151000, 1273010404, 2010/5/4 22:0:4, 0, 63.24, 4.23
152000, 1273010405, 2010/5/4 22:0:5, 0, 63.24, 4.23
153000, 1273010406, 2010/5/4 22:0:6, 0, 62.66, 4.23
154000, 1273010407, 2010/5/4 22:0:7, 0, 62.66, 4.19
155000, 1273010408, 2010/5/4 22:0:8, 0, 62.66, 4.30
156000, 1273010409, 2010/5/4 22:0:9, 0, 62.66, 4.25
157000, 1273010410, 2010/5/4 22:0:10, 0, 62.66, 4.23
158000, 1273010411, 2010/5/4 22:0:11, 0, 62.66, 4.25
159000, 1273010412, 2010/5/4 22:0:12, 0, 62.66, 4.25
160000, 1273010413, 2010/5/4 22:0:13, 0, 62.66, 4.25
161000, 1273010414, 2010/5/4 22:0:14, 0, 62.66, 4.25
162000, 1273010415, 2010/5/4 22:0:15, 0, 62.66, 4.25
163000, 1273010416, 2010/5/4 22:0:16, 0, 62.66, 4.19
164000, 1273010417, 2010/5/4 22:0:17, 0, 62.08, 4.32
165000, 1273010418, 2010/5/4 22:0:18, 0, 62.08, 4.27
166000, 1273010419, 2010/5/4 22:0:19, 0, 62.08, 4.25
167000, 1273010420, 2010/5/4 22:0:20, 0, 62.08, 4.27
168000, 1273010421, 2010/5/4 22:0:21, 0, 62.08, 4.27
169000, 1273010422, 2010/5/4 22:0:22, 0, 62.08, 4.27
170000, 1273010423, 2010/5/4 22:0:23, 0, 62.08, 4.27
171000, 1273010424, 2010/5/4 22:0:24, 0, 62.08, 4.27
172000, 1273010425, 2010/5/4 22:0:25, 0, 62.08, 4.20
173001, 1273010426, 2010/5/4 22:0:26, 0, 62.08, 4.33
174000, 1273010427, 2010/5/4 22:0:27, 0, 61.50, 4.28
175000, 1273010428, 2010/5/4 22:0:28, 0, 61.50, 4.27
176000, 1273010429, 2010/5/4 22:0:29, 0, 61.50, 4.27
177000, 1273010430, 2010/5/4 22:0:30, 0, 61.50, 4.27
178000, 1273010431, 2010/5/4 22:0:31, 0, 61.50, 4.27
179000, 1273010432, 2010/5/4 22:0:32, 0, 61.50, 4.27
180000, 1273010433, 2010/5/4 22:0:33, 0, 61.50, 4.27
181000, 1273010434, 2010/5/4 22:0:34, 0, 61.50, 4.11
182000, 1273010435, 2010/5/4 22:0:35, 0, 61.50, 4.33
183000, 1273010436, 2010/5/4 22:0:36, 0, 61.50, 4.28
184000, 1273010437, 2010/5/4 22:0:37, 0, 61.50, 4.28
185000, 1273010438, 2010/5/4 22:0:38, 0, 61.50, 4.28
186000, 1273010439, 2010/5/4 22:0:39, 0, 60.92, 4.28
187000, 1273010440, 2010/5/4 22:0:40, 0, 60.92, 4.28
188000, 1273010441, 2010/5/4 22:0:41, 0, 60.92, 4.30
189000, 1273010442, 2010/5/4 22:0:42, 0, 60.92, 4.30
190000, 1273010443, 2010/5/4 22:0:43, 0, 60.92, 4.13
191000, 1273010444, 2010/5/4 22:0:44, 0, 60.92, 4.35
192000, 1273010445, 2010/5/4 22:0:45, 0, 60.92, 4.30
193000, 1273010446, 2010/5/4 22:0:46, 0, 60.34, 4.30
194000, 1273010447, 2010/5/4 22:0:47, 0, 60.34, 4.30
195000, 1273010448, 2010/5/4 22:0:48, 0, 60.34, 4.30
196000, 1273010449, 2010/5/4 22:0:49, 0, 60.34, 4.30
197000, 1273010450, 2010/5/4 22:0:50, 0, 60.34, 4.32
198000, 1273010451, 2010/5/4 22:0:51, 0, 60.34, 4.32
199000, 1273010452, 2010/5/4 22:0:52, 0, 59.76, 4.32
200000, 1273010453, 2010/5/4 22:0:53, 0, 59.76, 4.32
201000, 1273010454, 2010/5/4 22:0:54, 0, 59.76, 4.32
202000, 1273010455, 2010/5/4 22:0:55, 0, 59.76, 4.32
203000, 1273010456, 2010/5/4 22:0:56, 0, 59.76, 4.32
204000, 1273010457, 2010/5/4 22:0:57, 0, 59.76, 4.33
205000, 1273010458, 2010/5/4 22:0:58, 0, 59.76, 4.32
206000, 1273010459, 2010/5/4 22:0:59, 0, 59.76, 4.33
207000, 1273010460, 2010/5/4 22:1:0, 0, 59.18, 4.33
208000, 1273010461, 2010/5/4 22:1:1, 0, 59.76, 4.33
209000, 1273010462, 2010/5/4 22:1:2, 0, 59.18, 4.27
210000, 1273010463, 2010/5/4 22:1:3, 0, 59.18, 4.40
211000, 1273010464, 2010/5/4 22:1:4, 0, 59.18, 4.33
212000, 1273010465, 2010/5/4 22:1:5, 0, 59.18, 4.33
213000, 1273010466, 2010/5/4 22:1:6, 0, 59.18, 4.35
214000, 1273010467, 2010/5/4 22:1:7, 0, 59.18, 4.33
215000, 1273010468, 2010/5/4 22:1:8, 0, 59.18, 4.35
216000, 1273010469, 2010/5/4 22:1:9, 0, 59.18, 4.35
217000, 1273010470, 2010/5/4 22:1:10, 0, 59.18, 4.35
218000, 1273010471, 2010/5/4 22:1:11, 0, 58.60, 4.28
219000, 1273010472, 2010/5/4 22:1:12, 0, 58.60, 4.42
220000, 1273010473, 2010/5/4 22:1:13, 0, 58.60, 4.37
221000, 1273010474, 2010/5/4 22:1:14, 0, 58.60, 4.35
222000, 1273010475, 2010/5/4 22:1:15, 0, 58.60, 4.35
223000, 1273010476, 2010/5/4 22:1:16, 0, 58.60, 4.35
224000, 1273010477, 2010/5/4 22:1:17, 0, 58.60, 4.37
225000, 1273010478, 2010/5/4 22:1:18, 0, 58.02, 4.37
226000, 1273010479, 2010/5/4 22:1:19, 0, 58.02, 4.37
227000, 1273010480, 2010/5/4 22:1:20, 0, 58.02, 4.30
228000, 1273010481, 2010/5/4 22:1:21, 0, 58.02, 4.43
229000, 1273010482, 2010/5/4 22:1:22, 0, 58.02, 4.38
230000, 1273010483, 2010/5/4 22:1:23, 0, 58.02, 4.37
231000, 1273010484, 2010/5/4 22:1:24, 0, 58.02, 4.37
232000, 1273010485, 2010/5/4 22:1:25, 0, 58.02, 4.37
233000, 1273010486, 2010/5/4 22:1:26, 0, 58.02, 4.37
234000, 1273010487, 2010/5/4 22:1:27, 0, 58.02, 4.37
235000, 1273010488, 2010/5/4 22:1:28, 0, 57.44, 4.37
236000, 1273010489, 2010/5/4 22:1:29, 0, 58.02, 4.19
237000, 1273010490, 2010/5/4 22:1:30, 0, 57.44, 4.43
238000, 1273010491, 2010/5/4 22:1:31, 0, 57.44, 4.38
239000, 1273010492, 2010/5/4 22:1:32, 0, 57.44, 4.38
240000, 1273010493, 2010/5/4 22:1:33, 0, 57.44, 4.38
241000, 1273010494, 2010/5/4 22:1:34, 0, 57.44, 4.38
242000, 1273010495, 2010/5/4 22:1:35, 0, 57.44, 4.38
243000, 1273010496, 2010/5/4 22:1:36, 0, 57.44, 4.38
244000, 1273010497, 2010/5/4 22:1:37, 0, 57.44, 4.38
245000, 1273010498, 2010/5/4 22:1:38, 0, 57.44, 4.40
246000, 1273010499, 2010/5/4 22:1:39, 0, 57.44, 4.38
247000, 1273010500, 2010/5/4 22:1:40, 0, 57.44, 4.40
248000, 1273010501, 2010/5/4 22:1:41, 0, 57.44, 4.38
249000, 1273010502, 2010/5/4 22:1:42, 0, 57.44, 4.40
250000, 1273010503, 2010/5/4 22:1:43, 0, 56.86, 4.40
251000, 1273010504, 2010/5/4 22:1:44, 0, 56.86, 4.40
252000, 1273010505, 2010/5/4 22:1:45, 0, 56.86, 4.40
253000, 1273010506, 2010/5/4 22:1:46, 0, 56.86, 4.40
254000, 1273010507, 2010/5/4 22:1:47, 0, 56.86, 4.40
255000, 1273010508, 2010/5/4 22:1:48, 0, 56.86, 4.33
256001, 1273010509, 2010/5/4 22:1:49, 0, 56.86, 4.49
257000, 1273010510, 2010/5/4 22:1:50, 0, 56.86, 4.42
258000, 1273010511, 2010/5/4 22:1:51, 0, 56.86, 4.40
259000, 1273010512, 2010/5/4 22:1:52, 0, 56.28, 4.40
260000, 1273010513, 2010/5/4 22:1:53, 0, 56.28, 4.42
261000, 1273010514, 2010/5/4 22:1:54, 0, 56.28, 4.42
262000, 1273010515, 2010/5/4 22:1:55, 0, 56.86, 4.42
263000, 1273010516, 2010/5/4 22:1:56, 0, 56.28, 4.42
264000, 1273010517, 2010/5/4 22:1:57, 0, 56.28, 4.35
265000, 1273010518, 2010/5/4 22:1:58, 0, 56.28, 4.49
266000, 1273010519, 2010/5/4 22:1:59, 0, 56.28, 4.42
267000, 1273010520, 2010/5/4 22:2:0, 0, 56.28, 4.42
268000, 1273010521, 2010/5/4 22:2:1, 0, 56.28, 4.42
269000, 1273010522, 2010/5/4 22:2:2, 0, 56.28, 4.42
270000, 1273010523, 2010/5/4 22:2:3, 0, 56.28, 4.43
271000, 1273010524, 2010/5/4 22:2:4, 0, 55.70, 4.43
272001, 1273010525, 2010/5/4 22:2:5, 0, 55.70, 4.42
273000, 1273010526, 2010/5/4 22:2:6, 0, 55.70, 4.37
274000, 1273010527, 2010/5/4 22:2:7, 0, 55.70, 4.51
275000, 1273010528, 2010/5/4 22:2:8, 0, 55.70, 4.43
276001, 1273010529, 2010/5/4 22:2:9, 0, 55.70, 4.43
277000, 1273010530, 2010/5/4 22:2:10, 0, 55.70, 4.43
278000, 1273010531, 2010/5/4 22:2:11, 0, 55.70, 4.43
279000, 1273010532, 2010/5/4 22:2:12, 0, 55.70, 4.43
280000, 1273010533, 2010/5/4 22:2:13, 0, 55.70, 4.43
281000, 1273010534, 2010/5/4 22:2:14, 0, 55.70, 4.43
282000, 1273010535, 2010/5/4 22:2:15, 0, 55.70, 4.38
283000, 1273010536, 2010/5/4 22:2:16, 0, 55.70, 4.52
284000, 1273010537, 2010/5/4 22:2:17, 0, 55.12, 4.45
285000, 1273010538, 2010/5/4 22:2:18, 0, 55.12, 4.45
286000, 1273010539, 2010/5/4 22:2:19, 0, 55.12, 4.45
287000, 1273010540, 2010/5/4 22:2:20, 0, 55.12, 4.45
288000, 1273010541, 2010/5/4 22:2:21, 0, 55.12, 4.45
289000, 1273010542, 2010/5/4 22:2:22, 0, 55.12, 4.45
290000, 1273010543, 2010/5/4 22:2:23, 0, 55.12, 4.45
291000, 1273010544, 2010/5/4 22:2:24, 0, 55.12, 4.17
292000, 1273010545, 2010/5/4 22:2:25, 0, 55.12, 4.58
293000, 1273010546, 2010/5/4 22:2:26, 0, 55.12, 4.47
294000, 1273010547, 2010/5/4 22:2:27, 0, 55.12, 4.45
295000, 1273010548, 2010/5/4 22:2:28, 0, 55.12, 4.45
296000, 1273010549, 2010/5/4 22:2:29, 0, 55.12, 4.45
297000, 1273010550, 2010/5/4 22:2:30, 0, 54.54, 4.45
298000, 1273010551, 2010/5/4 22:2:31, 0, 54.54, 4.45
299000, 1273010552, 2010/5/4 22:2:32, 0, 54.54, 4.45
300000, 1273010553, 2010/5/4 22:2:33, 0, 55.12, 4.47
301000, 1273010554, 2010/5/4 22:2:34, 0, 55.12, 4.45
302000, 1273010555, 2010/5/4 22:2:35, 0, 54.54, 4.47
303000, 1273010556, 2010/5/4 22:2:36, 0, 54.54, 4.47
304000, 1273010557, 2010/5/4 22:2:37, 0, 54.54, 4.47
305000, 1273010558, 2010/5/4 22:2:38, 0, 54.54, 4.47
306000, 1273010559, 2010/5/4 22:2:39, 0, 54.54, 4.47
307000, 1273010560, 2010/5/4 22:2:40, 0, 54.54, 4.47
308000, 1273010561, 2010/5/4 22:2:41, 0, 54.54, 4.47
309000, 1273010562, 2010/5/4 22:2:42, 0, 54.54, 4.47
310000, 1273010563, 2010/5/4 22:2:43, 0, 54.54, 4.42
311000, 1273010564, 2010/5/4 22:2:44, 0, 54.54, 4.56
312000, 1273010565, 2010/5/4 22:2:45, 0, 54.54, 4.49
313000, 1273010566, 2010/5/4 22:2:46, 0, 54.54, 4.47
314000, 1273010567, 2010/5/4 22:2:47, 0, 54.54, 4.47
315000, 1273010568, 2010/5/4 22:2:48, 0, 54.54, 4.47
316000, 1273010569, 2010/5/4 22:2:49, 0, 54.54, 4.49
317000, 1273010570, 2010/5/4 22:2:50, 0, 54.54, 4.47
318000, 1273010571, 2010/5/4 22:2:51, 0, 53.96, 4.49
319000, 1273010572, 2010/5/4 22:2:52, 0, 53.96, 4.42
320000, 1273010573, 2010/5/4 22:2:53, 0, 53.96, 4.56
321000, 1273010574, 2010/5/4 22:2:54, 0, 53.96, 4.49
322000, 1273010575, 2010/5/4 22:2:55, 0, 53.96, 4.49
323000, 1273010576, 2010/5/4 22:2:56, 0, 53.96, 4.49
324000, 1273010577, 2010/5/4 22:2:57, 0, 53.96, 4.49
325000, 1273010578, 2010/5/4 22:2:58, 0, 53.96, 4.49
326000, 1273010579, 2010/5/4 22:2:59, 0, 53.96, 4.49
327000, 1273010580, 2010/5/4 22:3:0, 0, 53.96, 4.51
328000, 1273010581, 2010/5/4 22:3:1, 0, 53.96, 4.42
329000, 1273010582, 2010/5/4 22:3:2, 0, 53.96, 4.56
330000, 1273010583, 2010/5/4 22:3:3, 0, 53.96, 4.51
331000, 1273010584, 2010/5/4 22:3:4, 0, 53.96, 4.49
332000, 1273010585, 2010/5/4 22:3:5, 0, 53.96, 4.51
333001, 1273010586, 2010/5/4 22:3:6, 0, 53.96, 4.49
334000, 1273010587, 2010/5/4 22:3:7, 0, 53.37, 4.51
335000, 1273010588, 2010/5/4 22:3:8, 0, 53.37, 4.51
336000, 1273010589, 2010/5/4 22:3:9, 0, 53.37, 4.51
337000, 1273010590, 2010/5/4 22:3:10, 0, 53.37, 4.43
338000, 1273010591, 2010/5/4 22:3:11, 0, 53.37, 4.58
339000, 1273010592, 2010/5/4 22:3:12, 0, 53.37, 4.51
340000, 1273010593, 2010/5/4 22:3:13, 0, 53.37, 4.51
341000, 1273010594, 2010/5/4 22:3:14, 0, 53.37, 4.51
342000, 1273010595, 2010/5/4 22:3:15, 0, 53.37, 4.51
343000, 1273010596, 2010/5/4 22:3:16, 0, 53.37, 4.51
344000, 1273010597, 2010/5/4 22:3:17, 0, 53.37, 4.51
345000, 1273010598, 2010/5/4 22:3:18, 0, 53.37, 4.51
346000, 1273010599, 2010/5/4 22:3:19, 0, 53.37, 4.32
347000, 1273010600, 2010/5/4 22:3:20, 0, 53.37, 4.58
348000, 1273010601, 2010/5/4 22:3:21, 0, 53.37, 4.52
349000, 1273010602, 2010/5/4 22:3:22, 0, 53.37, 4.51
350000, 1273010603, 2010/5/4 22:3:23, 0, 52.79, 4.52
351000, 1273010604, 2010/5/4 22:3:24, 0, 52.79, 4.52
352000, 1273010605, 2010/5/4 22:3:25, 0, 52.79, 4.52
353000, 1273010606, 2010/5/4 22:3:26, 0, 52.79, 4.52
354000, 1273010607, 2010/5/4 22:3:27, 0, 52.79, 4.52
355000, 1273010608, 2010/5/4 22:3:28, 0, 52.79, 4.52
356000, 1273010609, 2010/5/4 22:3:29, 0, 52.79, 4.52
357000, 1273010610, 2010/5/4 22:3:30, 0, 52.79, 4.52
358000, 1273010611, 2010/5/4 22:3:31, 0, 52.79, 4.52
359000, 1273010612, 2010/5/4 22:3:32, 0, 52.79, 4.52
360000, 1273010613, 2010/5/4 22:3:33, 0, 52.79, 4.52
361000, 1273010614, 2010/5/4 22:3:34, 0, 52.79, 4.52
362000, 1273010615, 2010/5/4 22:3:35, 0, 52.79, 4.52
363000, 1273010616, 2010/5/4 22:3:36, 0, 52.79, 4.52
364000, 1273010617, 2010/5/4 22:3:37, 0, 52.79, 4.54
365000, 1273010618, 2010/5/4 22:3:38, 0, 52.79, 4.47
366000, 1273010619, 2010/5/4 22:3:39, 0, 52.21, 4.62
367000, 1273010620, 2010/5/4 22:3:40, 0, 52.21, 4.54
368000, 1273010621, 2010/5/4 22:3:41, 0, 52.21, 4.54
369000, 1273010622, 2010/5/4 22:3:42, 0, 52.21, 4.54
370000, 1273010623, 2010/5/4 22:3:43, 0, 52.21, 4.54
371000, 1273010624, 2010/5/4 22:3:44, 0, 52.21, 4.54
372000, 1273010625, 2010/5/4 22:3:45, 0, 52.21, 4.54
373000, 1273010626, 2010/5/4 22:3:46, 0, 52.21, 4.56
374000, 1273010627, 2010/5/4 22:3:47, 0, 52.21, 4.47
375000, 1273010628, 2010/5/4 22:3:48, 0, 52.21, 4.64
376000, 1273010629, 2010/5/4 22:3:49, 0, 52.21, 4.56
377000, 1273010630, 2010/5/4 22:3:50, 0, 52.21, 4.54
378000, 1273010631, 2010/5/4 22:3:51, 0, 52.21, 4.54
379000, 1273010632, 2010/5/4 22:3:52, 0, 52.21, 4.54
380000, 1273010633, 2010/5/4 22:3:53, 0, 52.21, 4.56
381000, 1273010634, 2010/5/4 22:3:54, 0, 52.21, 4.54
382000, 1273010635, 2010/5/4 22:3:55, 0, 52.21, 4.56
383000, 1273010636, 2010/5/4 22:3:56, 0, 51.63, 4.49
384000, 1273010637, 2010/5/4 22:3:57, 0, 51.63, 4.64
385000, 1273010638, 2010/5/4 22:3:58, 0, 51.63, 4.56
386000, 1273010639, 2010/5/4 22:3:59, 0, 51.63, 4.56
387000, 1273010640, 2010/5/4 22:4:0, 0, 51.63, 4.56
388000, 1273010641, 2010/5/4 22:4:1, 0, 51.63, 4.56
